2026-04-04 07:03:58 [source.easyquotation] INFO: Easyquotation 初始化成功
2026-04-04 07:04:04 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:45:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:45:36 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:45:36 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:45:37 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:45:42 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:45:53 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:46:00 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:46:00 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:46:02 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:47:32 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:47:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:47:36 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:47:36 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:47:37 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:47:42 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:47:52 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:47:58 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:47:59 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:48:00 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:49:32 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:49:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:49:35 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:49:36 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:49:36 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:49:41 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:49:51 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:49:57 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:49:58 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:49:59 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:50:31 [source.easyquotation] INFO: Easyquotation 初始化成功
2026-04-04 10:50:36 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:50:39 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:50:40 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:50:40 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:50:41 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:50:45 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:50:55 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:51:04 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:51:05 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:51:07 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:51:09 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:51:10 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:51:16 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:51:18 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:51:25 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:51:35 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:51:45 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:51:45 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:51:45 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:51:48 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:51:51 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:52:11 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:52:19 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:52:22 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:52:23 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:52:24 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:52:24 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:52:29 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:52:38 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:52:44 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:52:45 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:52:46 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:52:49 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:53:05 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:53:06 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:53:48 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:53:49 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:53:59 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:54:00 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:54:03 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:54:03 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:54:04 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:54:05 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:54:07 [source.easyquotation] INFO: Easyquotation A股实时: 159941.SZ, close=1.284
2026-04-04 10:54:08 [source.easyquotation] INFO: Easyquotation A股实时: 159941.SZ, close=1.284
2026-04-04 10:54:09 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:54:19 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:54:24 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:54:25 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:54:27 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:54:29 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:55:01 [source.easyquotation] INFO: Easyquotation 初始化成功
2026-04-04 10:55:12 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:55:17 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:55:17 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:55:18 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:55:18 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:55:23 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:55:25 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:55:26 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:55:27 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:55:35 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:55:44 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:55:44 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:55:46 [source.easyquotation] INFO: Easyquotation A股实时: 000858.SZ, close=103.49
2026-04-04 10:55:47 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:55:47 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:55:49 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:55:49 [source.easyquotation] INFO: Easyquotation A股实时: 000858.SZ, close=103.49
2026-04-04 10:55:51 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:55:52 [source.easyquotation] INFO: Easyquotation A股实时: 159941.SZ, close=1.284
2026-04-04 10:57:02 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:57:05 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:57:05 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:57:06 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:57:06 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:57:10 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:57:20 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:57:26 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:57:26 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:57:28 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:57:30 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 10:57:31 [source.easyquotation] INFO: Easyquotation A股实时: 159941.SZ, close=1.284
2026-04-04 10:58:33 [source.easyquotation] INFO: Easyquotation A股实时: 159941.SZ, close=1.284
2026-04-04 10:58:33 [source.easyquotation] INFO: Easyquotation A股实时: 159941.SZ, close=1.284
2026-04-04 10:58:34 [source.easyquotation] INFO: Easyquotation A股实时: 159941.SZ, close=1.284
2026-04-04 10:58:40 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:58:43 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:58:43 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:58:44 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:58:44 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:58:48 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:58:58 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:59:04 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:59:05 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:59:07 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 11:09:29 [source.easyquotation] INFO: Easyquotation 初始化成功
2026-04-04 11:09:42 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 11:09:45 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 11:09:45 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 11:09:46 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 11:09:46 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 11:09:51 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 11:09:51 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 11:09:52 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 11:10:02 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 11:10:08 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 11:10:09 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 11:10:11 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 11:10:13 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 11:10:14 [source.easyquotation] INFO: Easyquotation A股实时: 159941.SZ, close=1.284
2026-04-04 11:10:30 [source.easyquotation] INFO: Easyquotation A股实时: 159941.SZ, close=1.284
2026-04-04 11:11:08 [source.easyquotation] INFO: Easyquotation A股实时: 159941.SZ, close=1.284
2026-04-04 11:11:10 [source.easyquotation] INFO: Easyquotation A股实时: 159941.SZ, close=1.284
2026-04-04 11:11:12 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 11:11:12 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 11:11:26 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 11:11:29 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 11:11:29 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 11:11:30 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 11:11:30 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 11:11:35 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 11:11:35 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 11:11:44 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 11:11:50 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 11:11:50 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 11:11:52 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 11:11:55 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 11:14:14 [source.easyquotation] INFO: Easyquotation 初始化成功
2026-04-04 11:14:14 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 11:28:28 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 11:28:28 [source.easyquotation] INFO: Easyquotation A股实时: 159941.SZ, close=1.284
2026-04-04 11:28:28 [source.easyquotation] INFO: Easyquotation A股实时: 159941.SZ, close=1.284
2026-04-04 11:28:28 [source.easyquotation] INFO: Easyquotation A股实时: 159941.SZ, close=1.284
2026-04-04 11:28:28 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 11:28:28 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 11:28:29 [source.easyquotation] INFO: Easyquotation A股实时: 159941.SZ, close=1.284
2026-04-04 11:28:29 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 11:28:34 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 11:28:36 [source.easyquotation] INFO: Easyquotation A股实时: 159632.SZ, close=1.921
2026-04-04 11:29:09 [source.easyquotation] INFO: Easyquotation 初始化成功
2026-04-04 11:29:19 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 11:29:22 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 11:29:23 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 11:29:23 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 11:29:24 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 11:29:29 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 11:29:38 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 11:29:44 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 11:29:45 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 11:29:47 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 11:30:07 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 11:30:11 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 11:30:11 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 11:30:11 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 11:30:16 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 11:30:26 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 11:30:32 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 11:30:33 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 11:30:34 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 11:31:07 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 11:31:10 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 11:31:11 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 11:31:11 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 11:31:16 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 11:31:25 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 11:31:31 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 11:31:31 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 11:31:33 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 11:32:31 [source.easyquotation] INFO: Easyquotation 初始化成功
2026-04-04 11:32:38 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 11:32:43 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 11:32:44 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 11:32:44 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 11:32:50 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 11:32:59 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 11:33:07 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 11:33:07 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 11:33:09 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 11:33:31 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 11:33:34 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 11:33:34 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 11:33:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 11:33:39 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 11:33:48 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 11:33:54 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 11:33:55 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 11:33:56 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 11:34:07 [source.easyquotation] INFO: Easyquotation 初始化成功
2026-04-04 11:34:15 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 11:34:18 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 11:34:19 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 11:34:20 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 11:34:25 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 11:34:35 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 11:34:41 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 11:34:42 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 11:34:43 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
